protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,survival_5yr_relative,phase_PHASE1_PHASE2,phase_PHASE2_PHASE3,phase_PHASE2
NCT02854358,337,337.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,0,1,1.0,1.0,2,0.0,1.0,0.0,1.0,1.0,0.0,60.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.99,False,False,True
NCT02109744,2863,2863.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,0,2.0,5.0,1,0.0,1.0,0.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,28.0,0.65,True,False,False
NCT02337491,566,2044.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,3,1,8,0,14.0,39.0,2,0.0,1.0,0.0,1.0,1.0,0.0,80.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,504.0,750.0,0.326,False,False,True
NCT04397341,913,2024.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,0,1,6.0,5.0,1,0.0,0.0,0.0,0.0,1.0,0.0,58.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,180.0,0.99,False,False,True
NCT01686165,1257,1896.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,3,1,1,1,0,32.0,13.0,3,0.0,0.0,1.0,1.0,1.0,0.0,5.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1825.0,730.0,0.83,False,False,True
NCT01707004,1528,1605.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,12,1,1,1,0,35.0,8.0,10,0.0,0.0,1.0,1.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,100.0,365.0,0.65,False,False,True
NCT02334735,1841,1841.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,2,0,16.0,20.0,3,0.0,1.0,2.0,1.0,1.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,0.94,False,False,True
NCT04298879,476,1323.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,12.0,12.0,1,1.0,0.0,1.0,0.0,1.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,730.0,730.0,0.83,False,False,True
NCT01342679,700,1249.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,7.0,13.0,1,0.0,0.0,1.0,1.0,1.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,360.0,0.65,False,False,True
NCT03513666,1586,1586.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,5,1,8.0,5.0,1,0.0,0.0,1.0,1.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,84.0,540.0,0.99,False,False,True
NCT04184232,549,549.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,1,1,7.0,3.0,2,0.0,1.0,1.0,0.0,0.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.68,False,False,True
NCT01763788,1513,1989.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,20,1,24.0,24.0,3,1.0,1.0,1.0,0.0,1.0,0.0,192.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1170.0,1170.0,0.99,True,False,False
NCT01593995,579,883.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,12.0,9.0,1,0.0,0.0,0.0,1.0,1.0,0.0,52.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,0.99,False,False,True
NCT02784262,703,791.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,1,1,1,1,3.0,10.0,1,0.0,0.0,1.0,0.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,90.0,0.68,False,False,True
NCT01956058,0,902.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,9.0,19.0,1,0.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1095.0,1825.0,0.175,False,False,True
NCT01807182,2928,2928.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,6,1,1,1,0,23.0,0.0,5,0.0,0.0,0.0,1.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,720.0,0.94,False,False,True
NCT01866449,1157,1424.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,3,1,1.0,12.0,1,0.0,0.0,0.0,1.0,1.0,0.0,24.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,1095.0,0.326,False,False,True
NCT01196559,1369,1369.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,3,1,1,4,1,20.0,9.0,1,0.0,0.0,0.0,1.0,0.0,0.0,44.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,112.0,365.0,0.68,False,False,True
NCT02100891,2637,2674.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,5,1,2,2,0,14.0,28.0,2,0.0,0.0,2.0,1.0,1.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,365.0,0.65,False,False,True
NCT02855203,1310,1310.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,2,1,37.0,31.0,2,0.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,730.0,0.175,True,False,False
NCT02352259,1856,1856.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,4,1,9.0,16.0,3,0.0,0.0,1.0,1.0,1.0,0.0,23.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,30.0,0.175,False,False,True
NCT04029688,1561,1561.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,6,0,15,2,19.0,35.0,7,1.0,2.0,1.0,0.0,1.0,0.0,38.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,1825.0,0.65,True,False,False
NCT03101566,816,1368.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,7,0,17.0,15.0,4,0.0,1.0,1.0,1.0,1.0,0.0,75.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,730.0,0.68,False,False,True
NCT03464201,943,943.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,8,1,14.0,13.0,1,0.0,0.0,1.0,0.0,1.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,180.0,0.68,False,False,True
NCT03510871,1935,1935.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,8,1,15.0,22.0,1,0.0,0.0,1.0,1.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1460.0,,0.175,False,False,True
NCT03717415,1215,1399.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,2,1,9,0,14.0,22.0,2,1.0,2.0,1.0,1.0,1.0,0.0,117.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.68,True,False,False
NCT02050919,1616,2585.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,4,1,1,1,0,34.0,21.0,6,0.0,0.0,0.0,1.0,1.0,0.0,20.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,,1825.0,0.65,False,False,True
NCT03867097,210,210.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,16,0,6.0,31.0,2,1.0,1.0,1.0,1.0,1.0,4.0,41.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,,0.68,False,False,True
NCT03485118,92,612.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,0,1,20.0,31.0,3,1.0,1.0,1.0,1.0,1.0,1.0,137.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,,0.83,False,False,True
NCT01258192,639,639.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,10.0,7.0,1,0.0,0.0,1.0,1.0,1.0,0.0,35.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,1825.0,0.99,False,False,True
NCT02090101,0,948.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,24.0,21.0,1,0.0,0.0,1.0,1.0,1.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,60.0,360.0,0.175,False,False,True
NCT01927627,1234,1262.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,1,0,24.0,31.0,1,0.0,0.0,1.0,1.0,1.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,0.175,False,False,True
NCT03359018,659,759.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,1,2,2,1,15.0,20.0,2,0.0,0.0,1.0,1.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,720.0,1825.0,0.68,False,False,True
NCT02470468,1127,2527.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,3,1,0,1,11.0,7.0,3,1.0,1.0,1.0,0.0,1.0,0.0,105.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,510.0,510.0,0.99,True,False,False
NCT02029573,1095,1095.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,11.0,10.0,3,0.0,0.0,0.0,1.0,1.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,1095.0,0.326,False,False,True
NCT01914484,1978,1978.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,5,1,1,1,1,17.0,51.0,2,0.0,0.0,1.0,1.0,1.0,0.0,4.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,0.65,True,False,False
NCT01848132,1551,1763.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,21,1,13.0,15.0,6,0.0,1.0,1.0,0.0,1.0,0.0,121.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,730.0,0.83,False,False,True
NCT03434418,1565,1565.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,3,0,25.0,17.0,1,0.0,0.0,1.0,1.0,1.0,0.0,17.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1460.0,1460.0,0.99,False,False,True
NCT02662504,786,787.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,11.0,13.0,3,0.0,0.0,1.0,1.0,1.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,390.0,0.68,False,False,True
NCT02328105,927,1831.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,1,0,22.0,8.0,2,0.0,0.0,1.0,1.0,1.0,0.0,11.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,126.0,1095.0,0.99,False,False,True
NCT04201756,582,765.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,16.0,16.0,1,0.0,0.0,0.0,1.0,1.0,0.0,47.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,77.0,3000.0,0.99,False,False,True
NCT02192775,1633,1633.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,16.0,5.0,1,0.0,0.0,1.0,1.0,1.0,0.0,2.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,0.598,False,False,True
NCT01782313,812,1393.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,1,1,5,0,23.0,52.0,2,0.0,0.0,0.0,1.0,1.0,0.0,58.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,112.0,730.0,0.65,False,False,True
NCT02598895,2058,2058.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,6,1,1,1,0,26.0,9.0,3,0.0,0.0,0.0,0.0,1.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,35.0,,0.175,False,False,True
NCT03161054,953,1378.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,10,1,30.0,14.0,5,0.0,0.0,1.0,0.0,1.0,0.0,21.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,900.0,900.0,0.83,False,False,True
NCT02879760,1074,1173.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,6,1,36.0,51.0,3,1.0,0.0,1.0,0.0,1.0,0.0,16.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,210.0,,0.99,True,False,False
NCT03345810,1843,1843.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,5,4,1,30,1,30.0,34.0,5,0.0,1.0,1.0,0.0,1.0,0.0,200.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,720.0,1800.0,0.99,False,False,True
NCT01263886,394,608.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,43,2,4.0,28.0,2,1.0,1.0,1.0,0.0,1.0,2.0,176.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,547.5,547.5,0.99,False,False,True
NCT02015754,486,1046.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,25.0,35.0,3,0.0,0.0,1.0,1.0,1.0,0.0,14.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,780.0,0.175,False,False,True
NCT04659551,963,963.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,5,1,16.0,23.0,5,0.0,0.0,1.0,0.0,1.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,210.0,210.0,0.99,False,False,True
NCT03248427,697,737.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,21,1,24.0,49.0,5,0.0,1.0,1.0,1.0,1.0,0.0,106.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,168.0,168.0,0.99,False,False,True
NCT02745483,1338,1491.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,1,1,6.0,5.0,1,0.0,0.0,0.0,1.0,0.0,0.0,153.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1080.0,1080.0,0.175,False,False,True
NCT02845297,2100,2344.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,3,0,31.0,66.0,2,0.0,1.0,1.0,0.0,0.0,0.0,67.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28.0,0.65,False,False,True
NCT02984501,1249,1249.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,1,1,1,0,1,7.0,4.0,2,0.0,0.0,0.0,0.0,1.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,120.0,1095.0,0.68,False,False,True
NCT01432145,1310,1461.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,2,1,1,1,1,31.0,15.0,2,0.0,0.0,1.0,0.0,1.0,0.0,74.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,360.0,0.99,False,False,True
NCT01462214,1919,1919.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,0,1,13,1,19.0,18.0,1,0.0,0.0,2.0,0.0,0.0,0.0,96.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.175,True,False,False
NCT01583543,610,914.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,3,0,6.0,17.0,1,0.0,0.0,0.0,1.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,0.65,False,False,True
NCT02562898,1495,1786.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,2,0,24.0,16.0,3,0.0,1.0,2.0,1.0,0.0,0.0,18.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,0.175,True,False,False
NCT03152565,475,938.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,8,1,17.0,38.0,1,0.0,0.0,1.0,1.0,1.0,0.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,540.0,540.0,0.175,True,False,False
NCT05277480,486,635.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,3,2,2,5,1,9.0,10.0,2,0.0,1.0,0.0,1.0,1.0,0.0,81.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,1095.0,0.68,False,False,True
NCT01277757,1249,1249.0,"(1127.0, 4695.0]","(-0.001, 1413.0]",0,1,4,1,1,5,0,24.0,17.0,3,0.0,0.0,1.0,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.99,False,False,True
NCT02034552,861,1572.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,3,1,0,0,8.0,12.0,4,1.0,1.0,1.0,0.0,1.0,0.0,68.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,168.0,1288.1999999999998,0.68,False,False,True
NCT02021110,669,669.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,3,1,6.0,19.0,1,0.0,0.0,1.0,1.0,1.0,0.0,34.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,168.0,168.0,0.175,False,False,True
NCT01419639,427,792.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,2,1,0,18.0,25.0,1,0.0,0.0,1.0,1.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.68,False,False,True
NCT01352338,1188,1645.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,3,1,3.0,4.0,2,0.0,0.0,0.0,1.0,1.0,0.0,82.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,29.0,29.0,0.598,True,False,False
NCT01516216,2766,2766.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,18,0,10.0,30.0,2,0.0,1.0,0.0,1.0,1.0,2.0,139.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1701.0,1701.0,0.175,False,False,True
NCT02838342,1779,2233.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,2,1,5.0,23.0,2,0.0,0.0,1.0,1.0,1.0,0.0,28.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,0.68,False,False,True
NCT04346888,397,397.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,1,1,20.0,9.0,3,1.0,1.0,1.0,1.0,1.0,4.0,30.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,43.0,120.0,0.68,False,False,True
NCT04310410,356,417.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,10,1,1,2,1,15.0,22.0,1,0.0,2.0,0.0,0.0,1.0,0.0,10.0,False,0,0,0,0,0,0,0,0,0,0,0,0,1,28.0,28.0,0.68,True,False,False
NCT03083613,854,1310.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,1,1,9.0,9.0,2,0.0,0.0,0.0,0.0,1.0,0.0,41.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,780.0,780.0,0.175,False,False,True
NCT02221492,486,486.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,12,1,3.0,41.0,2,1.0,1.0,1.0,0.0,1.0,0.0,32.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,68.0,0.83,False,False,True
NCT03988036,651,651.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,12,1,46.0,70.0,3,0.0,0.0,1.0,1.0,1.0,0.0,46.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,270.0,0.99,False,False,True
NCT01302041,450,2183.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,12,1,5.0,8.0,1,1.0,0.0,1.0,0.0,1.0,0.0,67.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,175.0,1855.0,0.175,False,False,True
NCT02674750,1061,1061.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,3,1,25,2,11.0,13.0,1,1.0,1.0,1.0,1.0,1.0,0.0,70.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,365.0,0.83,False,False,True
NCT02649439,1192,2475.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,2,1,3,0,30.0,27.0,2,0.0,1.0,0.0,0.0,1.0,0.0,97.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,360.0,0.175,False,False,True
NCT05116891,639,639.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,3,1,6,1,41.0,40.0,4,1.0,1.0,1.0,1.0,0.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,1,1,0,1095.0,1095.0,0.99,True,False,False
NCT03128411,666,1389.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,21,1,6.0,14.0,1,1.0,0.0,1.0,0.0,1.0,0.0,64.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,360.0,1350.0,0.65,False,False,True
NCT02560025,670,1096.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,2,0,22.0,40.0,4,0.0,0.0,0.0,1.0,1.0,0.0,42.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,300.0,384.0,0.65,False,False,True
NCT03707587,314,1295.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,4,1,1,1,0,26.0,20.0,1,0.0,0.0,0.0,0.0,1.0,0.0,9.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,168.0,0.68,False,False,True
NCT03890744,379,649.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,1,1,4,1,24.0,26.0,1,1.0,0.0,1.0,0.0,1.0,0.0,12.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,365.0,0.99,False,False,True
NCT01558167,973,1581.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,1,1,16.0,21.0,1,0.0,0.0,1.0,0.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,28.0,1460.0,0.65,True,False,False
NCT01266447,1795,1795.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,8,1,1,78,0,36.0,9.0,5,0.0,0.0,1.0,1.0,1.0,0.0,27.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,1825.0,0.99,False,False,True
NCT01350817,670,976.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,30,1,14.0,17.0,2,0.0,1.0,1.0,1.0,1.0,0.0,156.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,105.0,360.0,0.99,False,False,True
NCT01273662,1796,2071.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,3,1,10.0,13.0,1,0.0,0.0,1.0,0.0,1.0,0.0,45.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,0.175,False,False,True
NCT02540161,1255,1547.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,4,1,1,0,44.0,14.0,2,0.0,1.0,2.0,0.0,0.0,0.0,43.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,730.0,0.68,False,False,True
NCT03144804,877,1792.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,1,0,17.0,9.0,1,0.0,0.0,0.0,1.0,1.0,0.0,36.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,730.0,730.0,0.175,False,False,True
NCT03543813,1812,1812.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,5,3,1,25,2,8.0,18.0,1,1.0,1.0,1.0,1.0,0.0,0.0,133.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,21.0,730.0,0.99,True,False,False
NCT01907607,1034,1826.0,"(-0.001, 1127.0]","(1413.0, 4722.0]",1,0,1,1,1,9,1,19.0,30.0,1,0.0,0.0,1.0,1.0,1.0,0.0,29.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,112.0,720.0,0.68,False,False,True
NCT02288936,1628,1628.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,16,1,18.0,34.0,1,0.0,0.0,1.0,0.0,1.0,0.0,98.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,540.0,540.0,0.175,False,False,True
NCT02648477,2195,2833.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,7,2,1,6,0,31.0,34.0,6,0.0,1.0,1.0,1.0,0.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,0,0,1095.0,1095.0,0.99,False,False,True
NCT04599790,424,760.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,11.0,44.0,1,0.0,0.0,1.0,0.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.175,False,False,True
NCT01824992,366,550.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,2,1,0,1,10.0,1.0,1,1.0,1.0,1.0,1.0,1.0,0.0,325.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,180.0,0.68,False,True,False
NCT03890731,1428,1428.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,6,2,6.0,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,6.0,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1380.0,1380.0,0.68,False,False,True
NCT02139358,1327,2019.0,"(1127.0, 4695.0]","(1413.0, 4722.0]",1,1,1,1,1,1,0,13.0,11.0,3,0.0,0.0,1.0,0.0,1.0,0.0,15.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,1080.0,0.99,True,False,False
NCT01575522,487,487.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,6,1,1,2,0,36.0,18.0,2,0.0,0.0,1.0,1.0,1.0,0.0,22.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,365.0,0.99,False,False,True
NCT04091490,1046,1046.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,1,7.0,10.0,1,0.0,0.0,1.0,1.0,1.0,0.0,40.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,180.0,360.0,0.83,False,False,True
NCT05981924,172,263.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,2,2,1,1,1,16.0,10.0,1,0.0,1.0,2.0,0.0,1.0,0.0,66.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0.99,False,False,True
NCT02158975,761,792.0,"(-0.001, 1127.0]","(-0.001, 1413.0]",0,0,1,1,1,1,0,19.0,18.0,1,0.0,0.0,1.0,1.0,1.0,0.0,13.0,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,0.83,False,False,True
