protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,phase_PHASE2_PHASE3,phase_PHASE3
NCT03826550,169.0,172.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,24,0,12.0,19.0,3,1,1.0,1,0.0,1.0,4.0,655.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,90.0,,4320,14,0.68,False,True
NCT00994903,701.0,701.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,3,1,1.0,11.0,2,0,1.0,0,0.0,1.0,4.0,132.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,30.0,1.0,4320,14,0.68,False,True
NCT01964001,851.0,851.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,1,1,1.0,8.0,4,0,1.0,1,0.0,1.0,1.0,71.0,False,0,0,1,0,0,0,0,0,0,0,0,0,0,84.0,84.0,1080,360,0.175,True,False
NCT01308567,1580.0,2553.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,167,2,8.0,4.0,3,1,1.0,1,1.0,1.0,0.0,1168.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1530.0,1530.0,1080,360,0.175,False,True
NCT01479803,366.0,366.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,1,1,1.0,4.0,1,0,2.0,2,1.0,1.0,1.0,80.0,False,0,1,0,0,1,0,0,0,0,0,0,0,0,180.0,30.0,4320,14,0.68,False,True
NCT01682083,1634.0,3856.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,210,2,7.0,10.0,3,1,1.0,1,1.0,1.0,2.0,870.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1277.5,1277.5,730,150,0.94,False,True
NCT01480479,1827.0,1827.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,5,2,1,223,2,13.0,15.0,3,1,1.0,1,1.0,1.0,3.0,745.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1825.0,84.0,49,14,0.99,False,True
NCT03353753,458.0,1534.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,35,2,21.0,32.0,2,1,1.0,1,1.0,1.0,4.0,129.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,450.0,450.0,4320,14,0.68,False,True
NCT02347332,1274.0,1673.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,5.0,8.0,2,1,1.0,1,1.0,1.0,0.0,459.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,225.0,900.0,49,14,0.99,False,True
NCT01556776,1320.0,3100.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,2,1,33.0,35.0,2,0,1.0,1,1.0,1.0,4.0,89.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,2190.0,2190.0,1095,730,0.65,False,True
NCT03271918,731.0,912.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,1,1,4.0,4.0,1,0,1.0,1,1.0,1.0,0.0,140.0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,720.0,720.0,4320,14,0.68,False,True
NCT01461850,1156.0,1704.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,6.0,5.0,2,0,1.0,0,0.0,1.0,0.0,171.0,False,1,0,0,0,1,0,0,1,0,0,1,0,0,180.0,360.0,4320,14,0.68,False,True
NCT03047980,884.0,1395.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,0,2,0,15.0,18.0,1,0,0.0,2,1.0,1.0,0.0,10.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,196.0,4320,14,0.68,True,False
NCT01602211,1294.0,1294.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,2,1,6,0,3.0,9.0,5,0,1.0,1,1.0,1.0,1.0,1600.0,False,0,0,0,1,0,0,0,0,0,0,0,0,0,360.0,360.0,1095,730,0.65,False,True
NCT02523638,153.0,153.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,35,1,15.0,9.0,1,1,0.0,1,1.0,1.0,0.0,30.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,90.0,90.0,4320,14,0.68,False,True
NCT04957212,655.0,655.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,44,1,13.0,17.0,4,1,1.0,1,1.0,1.0,4.0,214.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,140.0,140.0,1825,365,0.99,False,True
NCT02285062,1487.0,2718.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,158,2,11.0,6.0,7,1,1.0,1,1.0,1.0,4.0,570.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,735.0,2580.0,730,180,0.83,False,True
NCT03687372,276.0,354.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,2,24,0,15.0,35.0,2,1,1.0,1,0.0,1.0,4.0,503.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,60.0,137.0,4320,14,0.68,False,True
NCT02549391,427.0,427.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,3.0,9.0,2,1,1.0,1,0.0,1.0,2.0,634.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,196.0,196.0,1080,360,0.175,True,False
NCT01950182,2449.0,2449.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,15.0,10.0,2,0,1.0,0,1.0,1.0,0.0,392.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1080.0,,1825,365,0.99,False,True
NCT02144077,658.0,2416.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,1,1,14.0,31.0,2,1,1.0,1,0.0,1.0,2.0,281.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,1440,360,0.99,False,True
NCT02948309,2283.0,2283.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,10.0,11.0,2,0,1.0,0,0.0,1.0,3.0,290.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1095.0,270.0,4320,14,0.68,False,True
NCT01727388,120.0,120.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,5,2,1,2,1,4.0,6.0,2,0,1.0,1,0.0,1.0,0.0,320.0,False,0,1,0,0,1,0,0,0,0,0,0,0,0,30.0,30.0,4320,14,0.68,False,True
NCT02980562,123.0,214.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,0,1,1.0,7.0,2,0,1.0,0,1.0,1.0,1.0,200.0,True,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,4320,14,0.68,False,True
NCT01483118,792.0,1127.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,0,4.0,12.0,2,0,1.0,2,1.0,1.0,2.0,45.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,4320,14,0.68,False,True
NCT03750786,1431.0,1431.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,94,2,14.0,30.0,2,1,1.0,1,1.0,1.0,0.0,490.0,False,1,0,0,0,0,0,0,1,0,0,0,1,0,300.0,300.0,4320,14,0.68,False,True
NCT02864394,1097.0,2228.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,0,1,16.0,31.0,2,1,1.0,1,1.0,1.0,0.0,425.0,False,1,0,0,0,0,0,0,1,0,1,1,1,1,1080.0,1980.0,49,14,0.99,False,True
NCT01319994,761.0,914.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,1,1,6.0,10.0,2,0,1.0,0,1.0,1.0,3.0,57.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,90.0,90.0,4320,14,0.68,True,False
NCT03304054,653.0,697.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,2,0,14.0,12.0,2,1,1.0,1,0.0,1.0,4.0,93.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,10.0,10.0,4320,14,0.68,False,True
NCT02034006,766.0,766.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,1,1,31,1,10.0,17.0,1,1,0.0,1,0.0,1.0,0.0,200.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,360.0,360.0,4320,14,0.68,False,True
NCT02171429,1935.0,2019.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,90,2,15.0,0.0,4,1,1.0,1,1.0,1.0,2.0,358.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,70.0,182.0,4320,14,0.68,False,True
NCT01854567,1149.0,1373.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,2,2,9,0,11.0,3.0,2,1,1.0,1,1.0,1.0,0.0,49.0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,100.0,100.0,730,180,0.83,False,True
NCT03826628,1131.0,1131.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,3,2,17,2,6.0,14.0,2,1,1.0,1,0.0,1.0,4.0,107.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,182.0,182.0,4320,14,0.68,True,False
NCT02989857,710.0,1547.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,2,3,1,49,2,12.0,6.0,2,0,1.0,1,1.0,1.0,2.0,187.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,730.0,1460.0,1440,360,0.99,False,True
NCT03691831,220.0,299.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,2,24,0,15.0,35.0,2,1,1.0,1,0.0,1.0,4.0,502.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,60.0,137.0,4320,14,0.68,False,True
NCT01387763,3074.0,3074.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,3,5,1,8,1,10.0,9.0,5,0,1.0,2,1.0,1.0,0.0,202.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1800.0,1800.0,4320,14,0.68,False,True
NCT02763579,686.0,2221.0,"(19.999, 758.0]","(1783.0, 4722.0]",2,0,1,2,1,114,2,10.0,17.0,4,1,1.0,1,1.0,1.0,2.0,503.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,690.0,1470.0,49,14,0.99,False,True
NCT02491333,1157.0,1157.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,2,3,1,1,1,9.0,15.0,4,0,1.0,0,1.0,1.0,4.0,342.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,210.0,210.0,4320,14,0.68,False,True
NCT03055026,1528.0,1587.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,17,1,4.0,13.0,2,0,1.0,1,0.0,1.0,3.0,582.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,2.0,,4320,14,0.68,False,True
NCT03428529,2101.0,2162.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,0,1,2.0,1.0,2,0,1.0,0,1.0,1.0,0.0,63.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,56.0,56.0,4320,14,0.68,True,False
NCT02615067,758.0,758.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,45,2,16.0,9.0,2,1,0.0,1,1.0,1.0,0.0,531.0,False,0,1,0,0,0,0,0,1,0,0,0,0,1,1.0,42.0,1080,360,0.175,False,True
NCT04650854,1086.0,1086.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,69,2,6.0,8.0,1,1,0.0,1,1.0,1.0,0.0,165.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,600.0,912.5,4320,14,0.68,False,True
NCT03215797,91.0,91.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,2,1,0,1,3.0,3.0,2,0,1.0,1,1.0,1.0,2.0,40.0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,,,4320,14,0.68,False,True
NCT01285609,1605.0,2410.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,290,2,4.0,2.0,4,1,1.0,1,1.0,1.0,4.0,1289.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1440.0,1440.0,49,14,0.99,False,True
NCT02073682,792.0,792.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,4,2,1,0,2,6.0,4.0,3,1,1.0,1,1.0,1.0,0.0,1046.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,360.0,360.0,4320,14,0.68,False,True
NCT02162667,725.0,1583.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,0,1,5.0,2.0,1,1,1.0,1,1.0,1.0,2.0,562.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,210.0,1095.0,1825,365,0.99,False,True
NCT03959241,1182.0,1182.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,4,2,1,39,0,35.0,12.0,7,0,1.0,1,1.0,1.0,0.0,431.0,False,0,0,1,0,1,0,0,1,0,0,1,0,1,365.0,365.0,730,180,0.83,False,True
NCT03413579,1582.0,1919.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,5,1,23.0,10.0,2,1,1.0,1,0.0,1.0,2.0,37.0,False,1,0,0,0,0,0,0,0,0,1,1,1,0,1080.0,1800.0,1080,360,0.175,False,True
NCT01492101,1583.0,1644.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,2,1,153,2,8.0,13.0,2,1,1.0,1,1.0,1.0,0.0,852.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,1080.0,1170.0,1825,365,0.99,False,True
NCT03126435,1018.0,1088.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,3,2,1,68,2,9.0,33.0,2,1,1.0,1,1.0,1.0,0.0,218.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,1005.0,1005.0,1080,360,0.175,False,True
NCT04718324,576.0,607.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,2,1,1,1,2.0,2.0,2,0,1.0,0,1.0,1.0,0.0,230.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,1825,365,0.99,False,True
NCT02031432,835.0,867.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,3,1,1,22,1,7.0,6.0,1,1,0.0,1,0.0,1.0,0.0,76.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,196.0,196.0,4320,14,0.68,False,True
NCT02041533,827.0,2983.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,2,1,141,2,6.0,5.0,6,1,1.0,1,1.0,1.0,0.0,541.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,840.0,2670.0,49,14,0.99,False,True
NCT02423876,2484.0,2484.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,3,2,1,1,0,4.0,8.0,3,0,1.0,1,1.0,1.0,0.0,104.0,False,0,0,0,1,1,0,0,1,0,0,0,0,0,1.0,42.0,4320,14,0.68,False,True
NCT03001869,2191.0,2191.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,1,1,1,1,8.0,12.0,1,0,0.0,0,0.0,1.0,0.0,540.0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,360.0,,1080,360,0.175,False,True
NCT02436668,1249.0,1455.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,86,2,16.0,6.0,3,1,1.0,1,1.0,1.0,2.0,430.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,746.1,746.1,1080,360,0.175,False,True
NCT02773849,977.0,2438.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,1,1,34,0,29.0,19.0,1,1,0.0,1,1.0,1.0,0.0,157.0,False,1,0,0,0,0,0,0,0,0,1,1,0,1,360.0,1800.0,4320,14,0.68,False,True
NCT02153398,670.0,670.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,6,5,0,15,1,4.0,7.0,3,1,1.0,1,0.0,1.0,0.0,55.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,56.0,5.0,4320,14,0.68,False,True
NCT01928537,1428.0,1428.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,4,1,1,35,2,28.0,21.0,1,1,0.0,1,1.0,1.0,0.0,67.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,730.0,730.0,1095,730,0.65,False,True
NCT04735432,270.0,311.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,47,2,7.0,10.0,2,1,1.0,1,1.0,1.0,0.0,110.0,False,1,0,0,0,0,0,0,0,0,1,0,0,1,28.0,70.0,4320,14,0.68,False,True
NCT01674855,366.0,455.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,6.0,11.0,2,1,1.0,1,0.0,1.0,0.0,74.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,21.0,126.0,4320,14,0.68,False,True
NCT03379727,1242.0,1242.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,1,1,86,1,14.0,22.0,3,1,0.0,1,0.0,1.0,0.0,301.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,720.0,720.0,1095,730,0.65,False,True
NCT03042416,1345.0,1434.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,5,1,2,1,1,5.0,8.0,1,0,0.0,1,0.0,1.0,0.0,400.0,False,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,180.0,4320,14,0.68,False,True
NCT02029352,304.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,4.0,8.0,2,0,1.0,1,0.0,1.0,4.0,42.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,42.0,42.0,1440,360,0.99,True,False
NCT01322490,2128.0,2209.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,3,1,220,2,4.0,4.0,5,1,1.0,1,1.0,1.0,4.0,1297.0,False,1,0,0,0,0,0,0,1,0,1,1,0,0,2190.0,175.0,1080,360,0.175,False,True
NCT04056754,1337.0,1826.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,16,1,7.0,11.0,3,1,1.0,1,1.0,1.0,4.0,268.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,720.0,720.0,1080,360,0.175,False,True
NCT03349333,680.0,984.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,1,1,1,1,38.0,30.0,2,1,0.0,1,1.0,1.0,0.0,85.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,730.0,1460.0,730,180,0.83,False,True
NCT01419197,519.0,1430.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,1,2,1,0,2,12.0,5.0,2,1,1.0,1,1.0,1.0,0.0,602.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,730.0,1460.0,1825,365,0.99,False,True
NCT01546623,761.0,761.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,0,1,19.0,20.0,2,1,1.0,1,0.0,1.0,0.0,160.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,336.0,336.0,1080,360,0.175,False,True
NCT03285802,523.0,523.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,1,1,1,0,10.0,23.0,2,0,0.0,0,0.0,1.0,0.0,1.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1080.0,1080.0,4320,14,0.68,True,False
NCT02623309,1806.0,1844.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,14,1,7.0,8.0,1,0,1.0,1,1.0,1.0,0.0,108.0,False,1,0,0,0,0,0,0,0,0,1,1,0,0,1825.0,1825.0,4320,14,0.68,False,True
NCT02526784,517.0,548.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,3,1,6.0,6.0,1,1,1.0,1,0.0,1.0,0.0,120.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,180.0,180.0,1080,360,0.175,False,True
NCT05802290,850.0,850.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,1,1,23,1,30.0,29.0,1,0,0.0,1,1.0,1.0,0.0,124.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,100.0,730.0,49,14,0.99,False,True
NCT03398655,1673.0,1673.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,94,2,12.0,27.0,2,1,1.0,1,1.0,1.0,4.0,408.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1825.0,1825.0,4320,14,0.68,False,True
NCT01785316,3560.0,3560.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,1,1,10.0,14.0,1,0,1.0,0,1.0,1.0,0.0,93.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,720.0,720.0,730,150,0.94,False,True
NCT02620280,2831.0,2837.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,41,1,15.0,24.0,5,0,1.0,1,1.0,1.0,0.0,278.0,False,1,0,0,0,1,0,0,1,0,0,0,0,1,1825.0,1825.0,1825,365,0.99,False,True
NCT02586350,1187.0,1187.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,19,1,5.0,12.0,2,1,1.0,1,0.0,1.0,4.0,91.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,720.0,720.0,1080,360,0.175,True,False
NCT04187352,1023.0,1023.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,72,1,18.0,23.0,2,1,1.0,1,1.0,1.0,4.0,540.0,False,1,0,0,0,0,0,0,1,0,0,1,1,0,1290.0,1290.0,49,14,0.99,False,True
NCT02900742,1400.0,1553.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,1,2,1,0,1,15.0,9.0,7,0,1.0,0,1.0,1.0,4.0,71.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,60.0,60.0,4320,14,0.68,False,True
NCT04177108,1191.0,1191.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,5,1,182,2,16.0,58.0,5,1,1.0,1,1.0,1.0,2.0,242.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,1170.0,1170.0,1825,365,0.99,False,True
NCT05364918,744.0,956.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,1,1,7.0,8.0,1,0,1.0,1,0.0,1.0,0.0,100.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,,,49,14,0.99,False,True
NCT01455831,3409.0,3441.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,16,1,13.0,19.0,2,0,1.0,1,1.0,1.0,0.0,616.0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,1095.0,1825.0,1080,360,0.175,False,True
NCT02395640,2186.0,2186.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,1,2,1,1,1,4.0,4.0,3,0,1.0,0,0.0,1.0,0.0,438.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,210.0,300.0,4320,14,0.68,False,True
NCT01724021,761.0,761.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,0,1,9.0,15.0,7,1,1.0,1,0.0,1.0,0.0,743.0,False,1,0,0,0,0,0,0,1,0,0,1,0,1,224.0,1460.0,730,180,0.83,False,True
NCT01918098,1306.0,1306.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,31,1,35.0,18.0,1,1,1.0,1,0.0,1.0,2.0,230.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,84.0,4320,14,0.68,False,True
NCT01785849,436.0,457.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,2,1,118,2,5.0,11.0,2,1,1.0,1,1.0,1.0,3.0,508.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,140.0,189.0,1080,360,0.175,False,True
NCT02147197,729.0,729.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,2,3,1,28,0,8.0,4.0,2,1,1.0,1,1.0,1.0,4.0,157.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,,11.0,4320,14,0.68,False,True
NCT03783078,1086.0,1816.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,1,1,2,22,2,24.0,29.0,1,1,0.0,1,0.0,1.0,0.0,55.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1020.0,4745.0,1440,360,0.99,False,True
NCT01646021,907.0,1466.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,0,1,10.0,17.0,2,1,1.0,1,1.0,1.0,0.0,280.0,False,1,0,0,0,0,0,0,1,0,0,1,1,1,1440.0,1460.0,730,180,0.83,False,True
NCT02435537,669.0,669.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,1,3,1,0,1,2.0,8.0,3,0,1.0,0,1.0,1.0,4.0,90.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,4320,14,0.68,True,False
NCT01540136,820.0,1612.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,1,1,16.0,7.0,2,0,1.0,0,1.0,1.0,0.0,402.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,730.0,730.0,1440,360,0.99,False,True
NCT02544750,1745.0,1745.0,"(1321.333, 4538.0]","(1004.0, 1783.0]",1,2,2,1,2,1,0,1.0,6.0,1,1,0.0,1,1.0,1.0,0.0,199.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,1460.0,1460.0,4320,14,0.68,False,True
NCT01580228,852.0,852.0,"(758.0, 1321.333]","(90.999, 1004.0]",0,1,1,2,1,0,1,8.0,12.0,2,1,0.0,1,1.0,1.0,0.0,44.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1140.0,1500.0,1095,730,0.65,False,True
NCT02273167,304.0,304.0,"(19.999, 758.0]","(90.999, 1004.0]",0,0,3,3,1,29,1,6.0,34.0,3,1,1.0,1,0.0,1.0,1.0,849.0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2.0,1080,360,0.175,False,True
NCT01497951,2072.0,2072.0,"(1321.333, 4538.0]","(1783.0, 4722.0]",2,2,2,2,1,1,1,9.0,8.0,2,0,1.0,0,0.0,1.0,2.0,28.0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,,4320,14,0.68,False,True
NCT01355497,670.0,1066.0,"(19.999, 758.0]","(1004.0, 1783.0]",1,0,2,2,1,30,0,19.0,15.0,2,1,1.0,1,1.0,1.0,2.0,330.0,False,1,0,0,0,0,0,0,1,0,0,0,0,0,84.0,,49,14,0.99,False,True
NCT02213263,1119.0,1297.0,"(758.0, 1321.333]","(1004.0, 1783.0]",1,1,1,2,1,423,2,3.0,8.0,2,1,1.0,1,1.0,1.0,2.0,394.0,False,1,0,0,0,0,0,0,0,0,1,1,1,1,182.0,364.0,730,180,0.83,False,True
NCT01968213,1090.0,3013.0,"(758.0, 1321.333]","(1783.0, 4722.0]",2,1,3,2,1,96,2,15.0,8.0,2,1,1.0,1,1.0,1.0,2.0,564.0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1095.0,2992.9999999999995,4320,14,0.68,False,True
