protocolSection_identificationModule_nctId,primary_study_duration_days,study_duration_days,primary_eq_bins,study_eq_bins,study_eq_labels,primary_eq_labels,number_of_conditions,number_of_groups,age_group,num_locations,location,num_inclusion,num_exclusion,number_of_intervention_types,sponsor_type,intervention_model,resp_party,has_dmc,phase,allocation,masking,enroll_count,healthy_vol,treatment_purpose,diagnostic_purpose,prevention_purpose,supportive_purpose,procedure_intervention,device_intervention,behavioral_intervention,drug_intervention,radiation_intervention,biological_intervention,os_outcome_measure,dor_outcome_measure,ae_outcome_measure,primary_max_days,secondary_max_days,max_treatment_duration,min_treatment_duration,survival_5yr_relative,conditions_category_num
NCT02658708,575,575.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,2,1,1,0,12.0,8.0,11,0,1.0,1.0,0.0,['PHASE1'],1.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,0,50.0,,1825,365,0.99,5
NCT01462838,1249,1369.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,10.0,18.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,1,14.0,240.0,4320,14,0.68,11
NCT03029338,713,1475.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,2,1,1,1,1,7.0,9.0,1,0,0.0,0.0,0.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,730.0,730,180,0.83,7
NCT04693338,1000,1000.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,4,1,1,1,0,9.0,6.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,100,False,0,0,0,1,0,0,0,0,0,0,0,0,0,360.0,360.0,1825,365,0.99,5
NCT01800838,518,760.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,7,1,1,1,0,14.0,6.0,4,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,730,180,0.83,7
NCT01520038,700,700.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,0,1,1,0,15.0,3.0,2,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,2,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,90.0,1440,360,0.99,3
NCT02164838,1144,1144.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,0,21,2,38.0,43.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,51,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,730.0,4320,14,0.68,11
NCT02266355,1214,1214.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,0,9.0,8.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,9,False,0,0,0,1,0,0,0,0,0,0,0,0,1,360.0,360.0,4320,14,0.68,11
NCT02751255,2295,2295.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,14.0,33.0,1,0,0.0,0.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,60,False,1,0,0,0,0,0,0,0,0,0,1,0,1,240.0,365.0,180,90,0.598,0
NCT02978755,1470,1470.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,3,1,12,1,11.0,26.0,3,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,78,False,1,0,0,0,0,0,0,0,0,0,0,1,1,365.0,112.0,4320,14,0.68,11
NCT02250014,788,1904.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,4,2,1,1,0,8.0,15.0,2,0,1.0,1.0,1.0,['PHASE1'],1.0,0.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,180.0,1080,360,0.175,2
NCT02328755,1544,1544.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,1,0,14.0,9.0,4,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,37,False,1,0,0,0,0,0,0,0,0,0,1,0,0,180.0,750.0,1095,730,0.65,4
NCT02442414,1694,1694.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,3,0,5.0,10.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,0,0,1,730.0,30.0,4320,14,0.68,11
NCT02564614,630,630.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,7,0,9.0,1.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,1,1,0,42.0,720.0,1080,360,0.175,2
NCT03802955,1047,1047.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,2,1,15.0,16.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,62,False,1,0,0,0,0,0,0,0,0,0,0,1,1,42.0,42.0,730,180,0.83,7
NCT02110355,1469,1469.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,7,3,1,7,2,0.0,2.0,3,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,31,False,1,0,0,0,0,0,0,0,0,0,1,0,1,1080.0,1080.0,730,150,0.94,8
NCT02274155,1040,3326.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,1,3,1,1,0,8.0,6.0,2,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,0,55.0,55.0,49,14,0.99,1
NCT01659255,920,1242.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,17,1,6,1,4.0,2.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,90,False,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,1170.0,730,180,0.83,7
NCT02561455,1547,1547.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,2,4,1,7,0,13.0,7.0,1,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1067.0,,1095,730,0.65,4
NCT03980314,619,1596.0,"(-0.001, 761.0]","(1594.0, 4453.0]",2,0,1,2,1,37,2,3.0,6.0,1,1,1.0,1.0,0.0,['PHASE1'],1.0,4.0,261,False,1,0,0,0,0,0,0,0,0,0,0,0,1,119.0,455.0,730,150,0.94,8
NCT02903914,1447,2161.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,10,8,1,20,2,16.0,36.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,260,False,1,0,0,0,0,0,0,0,0,0,0,1,1,180.0,720.0,49,14,0.99,1
NCT02332655,1582,2313.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,0,1,0,15.0,18.0,1,0,0.0,2.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,5,False,1,0,0,0,0,0,0,0,0,0,0,0,0,98.0,365.0,4320,14,0.68,11
NCT02363855,269,1060.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,0,1,15.0,13.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,,4320,14,0.68,11
NCT03383055,967,967.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,2,1,1,0,11.0,5.0,1,0,1.0,1.0,0.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,365.0,180,90,0.598,0
NCT03165955,562,562.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,6,1,24.0,16.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,1,0,1,7.0,147.0,1825,365,0.99,5
NCT01644955,2006,2006.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,1,1,0,18.0,13.0,2,0,0.0,2.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,730.0,4320,14,0.68,11
NCT02215850,517,517.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,3,1,36.0,12.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT02046850,59,59.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,0,1.0,3.0,4,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,24,True,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,4320,14,0.68,11
NCT02626338,731,731.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,4,0,23.0,23.0,7,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,1095,730,0.65,4
NCT03665155,593,593.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,8.0,4.0,3,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,11,False,0,1,0,0,0,0,0,0,0,0,0,0,0,570.0,,180,90,0.598,0
NCT02670655,548,548.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,0,1,2.0,7.0,5,0,2.0,0.0,0.0,['PHASE1'],1.0,2.0,45,True,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,360.0,49,14,0.99,1
NCT01240655,1371,1371.0,"(1359.667, 4453.0]","(929.333, 1594.0]",1,2,1,1,1,7,2,1.0,8.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,76,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,720.0,4320,14,0.68,11
NCT03792750,718,718.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,4.0,5.0,2,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,730.0,4320,14,0.68,11
NCT01497808,761,1413.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,4,1,1,0,7.0,6.0,2,0,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,22,False,1,0,0,0,0,0,0,0,0,0,0,0,1,30.0,30.0,730,150,0.94,8
NCT03553108,300,777.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,4,1,3,1,17.0,0.0,4,1,2.0,1.0,0.0,['PHASE1'],1.0,0.0,18,False,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,4320,14,0.68,11
NCT01751308,880,1095.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,5,0,13,2,13.0,10.0,1,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,39,False,1,0,0,0,0,0,0,0,0,0,1,1,1,84.7,784.6999999999999,4320,14,0.68,11
NCT03456908,655,655.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,2,1,1,0,13.0,48.0,1,0,1.0,0.0,0.0,['PHASE1'],0.0,0.0,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,180,90,0.598,0
NCT00889408,231,231.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,2,1,2,3,0,21.0,8.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,730.0,730,180,0.83,7
NCT02340208,1918,2059.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,5,1,13.0,14.0,1,1,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,76,False,1,0,0,0,0,0,0,0,0,0,0,0,1,84.0,84.0,49,14,0.99,1
NCT03707808,1060,1060.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,0,1,1,1,26.0,29.0,1,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,1,365.0,365.0,4320,14,0.68,11
NCT05046808,15,60.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,5,1,1,1,7.0,20.0,5,1,1.0,1.0,0.0,['PHASE1'],1.0,0.0,70,True,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,16.0,4320,14,0.68,11
NCT01529138,882,882.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,2,1,1,0,0.0,29.0,2,0,1.0,0.0,1.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,0,56.0,,4320,14,0.68,11
NCT04121338,523,523.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,2,1,0,4.0,3.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,15,False,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,4320,14,0.68,11
NCT04727138,494,520.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,1,1,3.0,18.0,5,1,2.0,1.0,0.0,['PHASE1'],1.0,4.0,64,True,1,0,0,0,0,0,0,0,0,0,0,0,0,30.0,,4320,14,0.68,11
NCT03181308,620,620.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,2,0,33.0,30.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,11,False,1,0,0,0,0,0,0,0,0,0,0,0,1,240.0,240.0,49,14,0.99,1
NCT04398108,245,245.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,3,1,17.0,8.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,540.0,540.0,1825,365,0.99,5
NCT02220608,527,649.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,18.0,17.0,2,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,,180,90,0.598,0
NCT01737008,761,850.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,1,17.0,11.0,3,0,1.0,1.0,1.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,1,0,0,365.0,360.0,49,14,0.99,1
NCT02206308,426,426.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,0,1,6.0,12.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,189.0,5.0,730,180,0.83,7
NCT02652923,2203,2203.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,2,1,1,0,16.0,39.0,1,0,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,98,True,0,1,0,0,0,0,0,0,0,0,0,0,0,1020.0,,1825,365,0.99,5
NCT06350838,94,94.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,15.0,24.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,1,42.0,42.0,4320,14,0.68,11
NCT06456723,1617,1617.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,0,1,11.0,10.0,1,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,59,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,180.0,4320,14,0.68,11
NCT04138823,1268,1268.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,2,1,1,9.0,53.0,2,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,12,False,1,0,0,0,0,0,0,0,0,0,0,0,0,360.0,21.0,4320,14,0.68,11
NCT02936323,1331,1540.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,4,1,13,2,21.0,18.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,89,False,1,0,0,0,0,0,0,0,0,0,1,1,1,63.0,63.0,49,14,0.99,1
NCT04406623,948,948.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,1,1,6,0,17.0,25.0,1,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,34,False,1,0,0,0,0,0,0,0,0,0,0,0,1,90.0,720.0,1440,360,0.99,3
NCT02941523,668,678.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,4,1,20.0,11.0,2,1,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,1.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,1,240.0,180.0,4320,14,0.68,11
NCT03359850,573,855.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,4,2,1,5,0,45.0,16.0,1,1,1.0,1.0,1.0,['PHASE1'],0.0,1.0,17,False,1,0,0,0,0,0,0,0,0,0,0,0,1,7.0,840.0,1080,360,0.175,2
NCT01660750,942,1064.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,5,0,25.0,16.0,3,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,29,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,180,90,0.598,0
NCT01585350,638,730.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,28.0,33.0,2,0,1.0,2.0,1.0,['PHASE1'],1.0,0.0,53,False,1,0,0,0,0,0,0,0,0,0,0,0,1,180.0,180.0,730,150,0.94,8
NCT03241550,641,641.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,5,0,16,0,11.0,13.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,49,False,1,0,0,0,0,0,0,0,0,0,0,0,0,58.0,,4320,14,0.68,11
NCT04538950,643,643.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,5.0,4.0,2,0,0.0,0.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,,4320,14,0.68,11
NCT01385423,1277,1277.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,2,1,1,1,0,22.0,28.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,26,False,1,0,0,0,0,0,0,0,0,0,0,0,0,42.0,28.0,1095,730,0.65,4
NCT03901950,913,1095.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,13.0,12.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,45,False,1,0,0,0,0,0,0,0,0,0,0,0,0,180.0,,4320,14,0.68,11
NCT02029950,2340,2340.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,4,1,1,3,0,34.0,12.0,7,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,50,False,1,0,0,0,0,0,0,0,0,0,1,0,1,21.0,730.0,1095,730,0.65,4
NCT04414150,575,636.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,1,10.0,13.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,28,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,720.0,4320,14,0.68,11
NCT02249650,947,1142.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,38.0,19.0,1,0,2.0,1.0,1.0,['PHASE1'],0.0,0.0,21,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,,1080,360,0.175,2
NCT01698450,395,395.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,3,1,1,1,1,9.0,0.0,1,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,90.0,4320,14,0.68,11
NCT02808650,1037,1493.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,5,1,0,21,0,62.0,18.0,3,0,0.0,1.0,0.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,730.0,4320,14,0.68,11
NCT01767623,1339,1339.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,2,1,8,2,9.0,13.0,1,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,8,False,1,0,0,0,0,0,0,0,0,0,0,0,1,20.0,1095.0,4320,14,0.68,11
NCT02073123,1296,1828.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,3,3,1,6,0,6.0,9.0,4,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,132,False,1,0,0,0,0,0,0,0,0,0,1,0,1,660.0,720.0,730,150,0.94,8
NCT03775850,924,1047.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,7,3,1,8,2,10.0,34.0,2,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,69,False,1,0,0,0,0,0,0,0,0,0,1,0,1,730.0,730.0,49,14,0.99,1
NCT03466450,2085,2085.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,8,1,14.0,23.0,2,0,2.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,75,False,1,0,0,0,0,0,0,0,0,0,1,0,1,450.0,720.0,4320,1080,0.326,9
NCT04419623,75,159.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,6,1,1,2,0,5.0,10.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,7,False,1,0,0,0,0,0,0,0,0,0,0,0,0,14.0,,1440,360,0.99,3
NCT02492750,1160,1260.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,3,2,1,1,0,28.0,13.0,5,0,1.0,1.0,1.0,['PHASE1'],1.0,2.0,14,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1230.0,,180,90,0.598,0
NCT02292550,1231,1231.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,5,1,8,2,7.0,25.0,2,1,1.0,1.0,0.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,1,1,1,720.0,720.0,49,14,0.99,1
NCT01585623,273,273.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,3,0,2.0,18.0,4,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,16,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,730.0,4320,14,0.68,11
NCT01994850,1369,1887.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,1,1,1,0,24.0,21.0,1,0,0.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,32,False,1,0,0,0,0,0,0,0,0,0,0,0,0,150.0,,730,180,0.83,7
NCT04551950,604,619.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,3,1,13,2,16.0,1.0,6,1,1.0,1.0,1.0,['PHASE1'],0.0,0.0,25,False,1,0,0,0,0,0,0,0,0,0,0,0,1,600.0,600.0,1080,360,0.175,2
NCT02665650,975,1034.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,18,2,6.0,13.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,30,False,1,0,0,0,0,0,0,0,0,0,0,0,1,270.0,900.0,730,180,0.83,7
NCT02476123,982,1299.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,0,1,13.0,27.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,118,False,1,0,0,0,0,0,0,0,0,0,0,0,0,90.0,,4320,14,0.68,11
NCT02733250,761,1005.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,1,1,1,2,1,10.0,28.0,2,0,0.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1680.0,,49,14,0.99,1
NCT02955550,551,880.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,7,0,24.0,32.0,2,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,1,360.0,100.0,180,90,0.598,0
NCT03450343,1610,1762.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,0,37.0,28.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,9,False,1,0,0,0,0,0,0,0,0,0,0,0,0,126.0,365.0,730,180,0.83,7
NCT02423343,1442,2015.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,3,6,1,9,2,31.0,16.0,2,1,2.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,41,False,1,0,0,0,0,0,0,0,0,0,1,1,0,60.0,1050.0,49,14,0.99,1
NCT02390843,1694,1694.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,12,1,0,1,0,47.0,17.0,4,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,13,False,1,0,0,0,0,0,0,0,0,0,0,0,0,720.0,720.0,1825,240,0.65,6
NCT05045638,51,51.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,2,1,1,0,3.0,4.0,2,1,2.0,1.0,0.0,['PHASE1'],0.0,0.0,13,True,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,41.0,4320,14,0.68,11
NCT02272738,822,974.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,1,1,1,1,1,17.0,11.0,2,0,0.0,1.0,1.0,['PHASE1'],0.0,0.0,54,False,1,0,0,0,0,0,0,0,0,0,1,0,1,365.0,730.0,4320,14,0.68,11
NCT04074343,688,1060.0,"(-0.001, 761.0]","(929.333, 1594.0]",1,0,2,1,1,2,0,23.0,17.0,2,0,0.0,0.0,1.0,['PHASE1'],0.0,0.0,20,False,1,0,0,0,0,0,0,0,0,0,1,0,1,180.0,540.0,1080,360,0.175,2
NCT03248843,928,928.0,"(761.0, 1359.667]","(-0.001, 929.333]",0,1,1,1,1,2,1,15.0,29.0,1,1,0.0,1.0,1.0,['PHASE1'],0.0,0.0,35,False,1,0,0,0,0,0,0,0,0,0,0,1,1,730.0,336.0,4320,14,0.68,11
NCT01297543,1341,1402.0,"(761.0, 1359.667]","(929.333, 1594.0]",1,1,4,10,1,10,0,5.0,2.0,2,1,1.0,1.0,0.0,"['PHASE1', 'PHASE2']",0.0,0.0,45,False,0,0,0,1,0,0,0,0,0,0,0,0,0,43.0,43.0,1095,730,0.65,4
NCT06469138,52,52.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,8,1,1,1,1,11.0,45.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,6,True,1,0,0,0,0,0,0,0,0,0,0,0,1,22.0,35.0,49,14,0.99,1
NCT02881138,1521,1597.0,"(1359.667, 4453.0]","(1594.0, 4453.0]",2,2,1,1,1,1,1,25.0,23.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,24,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,730.0,4320,14,0.68,11
NCT02659943,873,2536.0,"(761.0, 1359.667]","(1594.0, 4453.0]",2,1,2,6,1,1,0,60.0,14.0,3,0,2.0,0.0,0.0,['PHASE1'],0.0,0.0,27,False,1,0,0,0,0,0,0,0,0,0,0,0,1,35.0,1825.0,730,180,0.83,7
NCT04383938,674,674.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,6,4,1,8,0,34.0,18.0,1,1,1.0,1.0,1.0,"['PHASE1', 'PHASE2']",0.0,0.0,37,False,1,0,0,0,0,0,0,0,0,0,0,0,0,365.0,,49,14,0.99,1
NCT01948843,731,731.0,"(-0.001, 761.0]","(-0.001, 929.333]",0,0,1,1,1,1,0,10.0,12.0,1,1,0.0,1.0,0.0,['PHASE1'],0.0,0.0,15,False,1,0,0,0,0,0,0,0,0,0,0,0,0,730.0,,1825,365,0.99,5
